Date,Country,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Recovered,Active_Cases,Critical_Cases,Case_Fatality_Rate (%),Recovery_Rate (%)
2020-05-01,,845484.0,7195.0,37078.0,741.0,866275.0,207484.0,3590.0,4.781865753423794,80.93290182980984
2020-05-27,India,462326.0,7750.0,45955.0,971.0,265853.0,219939.0,461.0,1.4519663023004237,
2020-06-26,India,756983.0,6079.0,46857.0,984.0,573042.0,430390.0,4966.0,6.868018196653249,50.353593575503616
2020-10-18,USA,279934.0,9399.0,1982.0,637.0,243291.0,308077.0,8559.0,9.406883663257773,22.142178677025328
2020-03-30,Russia,476377.0,9640.0,33864.0,,872689.0,13144.0,165.0,5.724514742474719,37.80697836701521
2020-07-16,Italy,398422.0,8035.0,13582.0,497.0,228802.0,269793.0,1728.0,0.987000057205385,85.3454227409543
,India,121937.0,1507.0,19954.0,506.0,791526.0,429861.0,7696.0,0.547506061775398,89.14183432526266
2020-02-06,Brazil,85053.0,1003.0,39265.0,353.0,664775.0,183746.0,4697.0,7.958723598757608,99.66792508817936
2020-08-17,,,6403.0,46313.0,415.0,442062.0,366099.0,2173.0,6.2608365237443495,94.39042800150817
2020-03-20,,378355.0,925.0,44350.0,50.0,769140.0,12818.0,37.0,9.226573391246014,67.12507243857353
,India,842793.0,,15378.0,599.0,472282.0,261644.0,,5.472501510479879,43.17259941976413
2020-12-13,South Africa,847883.0,6583.0,43632.0,681.0,531760.0,36880.0,7486.0,0.6239540324305337,5.769237529194193
2020-12-19,India,299840.0,3927.0,4279.0,62.0,719090.0,322253.0,2021.0,4.036868499986502,
2020-10-26,USA,474857.0,9734.0,27924.0,88.0,36131.0,490525.0,6880.0,6.579906885914179,21.068066200404566
2020-05-05,Italy,985730.0,985.0,17057.0,,609231.0,168405.0,8925.0,3.8488535093726304,85.01362838296062
2020-02-24,Brazil,626683.0,4231.0,7312.0,189.0,,,,9.99591396740233,54.88988793497202
2020-09-13,South Africa,910553.0,5302.0,30353.0,,421164.0,447791.0,8839.0,4.05378613673745,73.3501682896137
2020-06-21,China,,5291.0,48208.0,600.0,177980.0,418346.0,3302.0,5.4623612644755015,67.34950346870261
2020-03-03,South Africa,317545.0,908.0,35137.0,,705195.0,157788.0,8511.0,2.253920326236795,
2020-07-10,India,197298.0,5051.0,20914.0,843.0,,,4607.0,1.5213820430219172,75.90860502126242
2020-02-02,Italy,549391.0,,16192.0,537.0,809547.0,293441.0,6368.0,6.453055385632509,84.33752438690199
2020-11-29,Russia,427479.0,9335.0,17450.0,175.0,290105.0,281206.0,,5.886127469156821,74.41304363686443
2020-04-20,Brazil,,1331.0,,,516712.0,29492.0,9948.0,0.04338857406284258,77.68067803242971
2020-09-05,Russia,469837.0,,31012.0,775.0,47083.0,238151.0,5873.0,2.8478153479774218,36.001553966673164
2020-05-08,Brazil,312188.0,9745.0,33455.0,900.0,,86861.0,7498.0,6.4357957301291435,94.3687932748237
2020-07-18,China,582018.0,1806.0,13175.0,906.0,571470.0,187553.0,7172.0,,
2020-07-28,Germany,25825.0,805.0,68.0,,127987.0,206796.0,5635.0,3.1236865303984427,89.70502185464643
2020-03-25,Brazil,731616.0,4147.0,10295.0,482.0,788449.0,197449.0,3847.0,6.474363692888538,85.78093898080157
2020-12-20,Germany,,71.0,,986.0,61852.0,403783.0,,2.652579301508462,12.43309753784284
2020-10-14,Russia,37271.0,27.0,49571.0,118.0,231560.0,298950.0,764.0,6.903798946292362,
2020-12-10,Brazil,77256.0,8660.0,12190.0,168.0,836941.0,362252.0,6306.0,6.979479986624625,99.63416853833701
2020-11-24,China,439948.0,3983.0,31286.0,619.0,154147.0,74457.0,652.0,1.3022346551959008,60.61465167290007
2020-08-14,USA,66433.0,8955.0,10789.0,997.0,6531.0,,7044.0,6.65089783977005,78.31100508599481
2020-12-04,China,737990.0,7055.0,28914.0,146.0,220389.0,75191.0,3964.0,3.335671816803697,93.36870375518164
2020-02-21,China,101999.0,6690.0,31944.0,687.0,306167.0,47674.0,4611.0,1.725949315926274,2.0024390469630005
2020-03-29,USA,,9616.0,6891.0,436.0,166308.0,,5759.0,5.003612327737742,92.99900242979815
2020-02-06,USA,547860.0,,21977.0,,302203.0,463698.0,8378.0,4.522966839087212,62.73661377591079
2020-05-12,Italy,562834.0,9867.0,30351.0,887.0,,305271.0,145.0,7.738748110619969,82.84564003692832
2020-06-03,Brazil,932654.0,559.0,10316.0,188.0,495440.0,416718.0,,0.8451550916121853,54.07222730198733
2020-04-24,Russia,840597.0,7957.0,33207.0,159.0,790668.0,357173.0,4247.0,7.897532688317809,53.054603939351644
2020-11-02,Italy,850122.0,,25654.0,813.0,198547.0,203265.0,,,89.75182057446101
2020-05-23,USA,446880.0,7344.0,,859.0,167696.0,245365.0,4188.0,2.074590280790619,50.747200648477545
2020-04-27,Germany,475551.0,5171.0,17637.0,931.0,688178.0,181796.0,2696.0,5.15882118329671,47.17893811207957
2020-07-26,Russia,730559.0,78.0,3209.0,401.0,,472018.0,8240.0,4.631746000224245,60.81888084283914
2020-03-10,,521727.0,4929.0,,585.0,685460.0,399456.0,,9.888589747340482,51.85699811623582
2020-10-23,China,36948.0,3647.0,49766.0,,197968.0,480102.0,3481.0,5.894737132624393,44.628695613845224
2020-02-16,,954534.0,1031.0,,17.0,367253.0,107889.0,8966.0,3.274355952469139,18.052382822779535
2020-12-26,China,813439.0,7381.0,27299.0,139.0,786370.0,310688.0,4641.0,9.001488685439856,39.74004871331347
2020-10-13,China,625107.0,2072.0,36258.0,114.0,650970.0,,5559.0,3.1221495678250366,28.204570083434387
2020-03-30,India,353351.0,6911.0,3543.0,327.0,549229.0,32895.0,1260.0,2.7377563518829007,40.04647265151703
2020-01-23,Brazil,484137.0,6088.0,29091.0,224.0,879499.0,370022.0,649.0,4.943717951988594,59.31582953129843
2020-10-28,USA,,1484.0,28947.0,557.0,776078.0,357531.0,3048.0,9.131747844730791,60.88517370974106
2020-09-21,Germany,546312.0,5838.0,22064.0,438.0,625637.0,274064.0,2023.0,7.085142552588386,23.86614782927087
,,,1550.0,6751.0,549.0,452563.0,211000.0,9272.0,6.774832154673305,8.44786466159656
2020-10-13,India,956888.0,5497.0,14906.0,717.0,,80453.0,4270.0,7.260772650387629,74.44376890341634
2020-02-16,Italy,607200.0,4682.0,,385.0,164097.0,161715.0,5333.0,6.596406107758882,52.85706927464283
,,779521.0,1829.0,14425.0,520.0,798083.0,291371.0,2074.0,7.597963596679459,44.21013496369963
2020-03-01,Germany,233746.0,3751.0,11811.0,252.0,491564.0,285395.0,,1.9276202172913348,12.959546880454253
2020-11-13,USA,411373.0,6081.0,,619.0,876812.0,,2312.0,1.772582867616015,41.466375094688225
2020-08-23,China,785427.0,,6781.0,900.0,214326.0,60044.0,3474.0,3.621633437914038,
2020-05-14,China,871913.0,4459.0,21290.0,97.0,836255.0,158795.0,3260.0,,58.14356294645544
2020-02-12,Brazil,495336.0,3856.0,15563.0,786.0,,297117.0,4838.0,7.144542154967097,9.097551273591442
2020-05-07,South Africa,350697.0,6182.0,25888.0,70.0,826200.0,,,5.664733428427692,33.227513312735944
2020-05-12,India,,,27491.0,550.0,196058.0,139585.0,1350.0,0.19447437478119833,97.98020259135865
2020-09-28,Italy,231749.0,7970.0,47565.0,809.0,871990.0,436532.0,9285.0,2.3580228393586653,54.45074714020729
2020-08-28,Italy,985616.0,2094.0,32352.0,912.0,112784.0,161297.0,6048.0,8.03513942549899,28.63960795959024
2020-11-22,Russia,,6238.0,49901.0,446.0,366533.0,,7931.0,2.4248669308421866,91.34447462019205
2020-07-02,USA,621029.0,3032.0,21676.0,89.0,393450.0,106371.0,,7.302901971909473,
,Russia,,1548.0,300.0,429.0,858802.0,142377.0,7323.0,1.84634264929884,72.99073344991484
2020-09-23,Germany,231773.0,8559.0,37463.0,218.0,408271.0,31722.0,5777.0,6.063675581993586,14.722050571811963
2020-10-09,,,64.0,44942.0,106.0,68743.0,255869.0,1854.0,6.282113667005017,
,China,340354.0,3299.0,48990.0,475.0,,77684.0,2266.0,7.519662256864816,56.131402032885546
2020-10-13,South Africa,174166.0,4849.0,21008.0,915.0,730505.0,,560.0,4.383424008956399,23.982331857503414
2020-07-09,China,502066.0,,20221.0,453.0,611297.0,78437.0,7546.0,6.3267469908547245,4.9332086528347645
2020-07-19,Italy,743249.0,2035.0,49429.0,903.0,635154.0,469640.0,4987.0,4.869697887202849,92.64654399756674
,Germany,397751.0,5674.0,29334.0,,89471.0,226707.0,7207.0,9.473380453983129,
2020-01-30,India,449251.0,2228.0,43518.0,914.0,709517.0,173548.0,6486.0,5.218807270185074,71.74378866956653
2020-02-28,Germany,516031.0,5620.0,20301.0,543.0,744770.0,175325.0,2383.0,2.0959788312818786,33.29858226974597
2020-02-01,China,47367.0,596.0,7307.0,125.0,847030.0,413924.0,6147.0,6.678925491386364,93.35049651103097
2020-08-27,India,762832.0,3606.0,29251.0,146.0,811447.0,374565.0,,5.484673282084135,98.6052389173427
2020-05-09,Germany,934622.0,,46586.0,,250942.0,196035.0,1683.0,,33.54306513310662
2020-07-14,South Africa,453028.0,3506.0,,23.0,,289765.0,9390.0,1.769115975932436,59.1106819603462
2020-11-29,,584172.0,1395.0,8882.0,951.0,767702.0,,1009.0,2.609396026739048,77.29847545709518
,,459384.0,9778.0,10040.0,720.0,488295.0,491323.0,,9.21629107397722,12.340934998328535
2020-06-11,India,668640.0,7529.0,,119.0,459402.0,276364.0,9899.0,9.30026113246296,70.94623038729159
2020-10-07,China,407962.0,8303.0,45878.0,785.0,64430.0,352374.0,2272.0,4.42256766474891,90.61974844156607
,Germany,364716.0,452.0,5969.0,651.0,753285.0,327266.0,2612.0,0.4775118211842988,17.850254727202454
2020-02-17,India,577539.0,7336.0,13162.0,296.0,835617.0,81757.0,7424.0,3.065550686259597,83.871009132835
2020-04-30,Brazil,84821.0,2631.0,9131.0,854.0,486080.0,105385.0,7226.0,2.471226544212781,11.560347267093697
2020-03-17,South Africa,,2186.0,5037.0,,62306.0,330051.0,6063.0,4.146768519949218,
2020-12-06,Brazil,244697.0,5967.0,22378.0,81.0,805848.0,431000.0,4341.0,3.1780061887858757,33.93636692797987
2020-10-25,,10207.0,6374.0,14693.0,447.0,78655.0,170142.0,1542.0,8.289923438524543,47.171586057287485
2020-08-26,India,726487.0,5358.0,26626.0,911.0,,39150.0,1237.0,0.03036019125454037,30.063218460446695
2020-11-16,Brazil,27757.0,4348.0,2451.0,719.0,50262.0,241983.0,5709.0,6.446318535114982,26.053937161346752
2020-10-24,India,933730.0,1459.0,24.0,995.0,336333.0,323406.0,9916.0,6.642702251560433,74.31391899077366
2020-03-26,Germany,454623.0,1942.0,5962.0,918.0,342096.0,109756.0,2263.0,6.606265752890429,22.311321476110855
2020-11-24,China,944710.0,,35324.0,469.0,483649.0,,282.0,5.205946805145697,40.84130441702857
2020-07-25,Brazil,675616.0,5196.0,31415.0,422.0,577950.0,,7998.0,6.111040731098029,27.45570793168277
2020-10-25,Russia,820254.0,61.0,24016.0,544.0,198482.0,27161.0,,8.1049431153709,23.86350841181717
2020-11-25,Germany,262070.0,1494.0,16444.0,23.0,576479.0,152252.0,3286.0,7.841967786883814,62.709611102072074
2020-05-10,South Africa,41340.0,1180.0,40443.0,60.0,731325.0,212473.0,8363.0,0.3462537717841041,4.542861625802253
2020-02-28,Russia,242955.0,,16506.0,822.0,143285.0,,1882.0,0.3043653573730887,78.88987370037086
2020-04-09,,969738.0,,38384.0,700.0,704347.0,92811.0,6187.0,8.389448127704913,54.62340639533881
2020-06-16,,829783.0,4636.0,43062.0,83.0,869608.0,394233.0,2275.0,5.747296875305628,82.84373961073392
,USA,892743.0,4721.0,31693.0,224.0,715143.0,151957.0,,9.574273352691922,21.30159833981281
2020-11-13,China,,,46778.0,990.0,61353.0,101351.0,7502.0,4.315915969164758,70.94060408405558
2020-01-24,Brazil,599608.0,7702.0,,679.0,363688.0,46260.0,8792.0,1.767418213957438,42.058384143182096
2020-07-15,Brazil,,105.0,46162.0,185.0,146874.0,403476.0,3790.0,4.732349123878091,7.6803977165702975
2020-06-13,Brazil,428373.0,9346.0,42690.0,374.0,212730.0,448162.0,2023.0,4.365443079615231,75.24763922123317
2020-04-07,India,282081.0,4087.0,4089.0,71.0,512167.0,,466.0,,76.21872353994483
,Germany,971794.0,9900.0,47216.0,73.0,191718.0,470609.0,3950.0,8.079472338769499,27.091686589048468
2020-05-17,Brazil,964211.0,3925.0,2472.0,896.0,480405.0,299162.0,3889.0,6.555839879367761,91.60460189581173
2020-12-11,Germany,273363.0,1908.0,43237.0,340.0,830103.0,186171.0,,1.852753273993748,76.39697967667249
2020-05-12,,9399.0,2049.0,40218.0,152.0,,193378.0,6632.0,7.344772563550613,30.675736912338934
2020-07-18,,,9466.0,35732.0,95.0,460161.0,422446.0,9211.0,5.918962132784316,23.91089424054087
2020-09-19,Brazil,754208.0,9137.0,8104.0,564.0,305532.0,286913.0,6358.0,5.783107305376813,44.00895557138293
2020-05-26,China,945161.0,8172.0,17694.0,444.0,689960.0,367839.0,1547.0,6.782568824356351,29.278981477791135
2020-12-21,Brazil,806479.0,3904.0,,685.0,870376.0,166286.0,7169.0,,21.70230539145074
2020-12-18,USA,231615.0,3796.0,34980.0,109.0,584978.0,32492.0,4749.0,4.575137363380933,39.91007572252393
2020-04-17,Italy,993599.0,292.0,9454.0,457.0,398952.0,325911.0,4436.0,6.403802828140961,2.570422282634899
2020-07-11,China,609981.0,,39560.0,827.0,520027.0,220115.0,703.0,7.237270695505751,40.14110706813818
2020-05-04,Brazil,,,9554.0,50.0,174943.0,62473.0,6550.0,2.257669428311906,22.166262821730164
2020-04-28,South Africa,989658.0,4860.0,25513.0,,833597.0,378231.0,9044.0,4.970498942381125,26.433418697598444
2020-02-03,Italy,700251.0,3729.0,41471.0,764.0,,109015.0,,4.581724632651236,8.255328623220636
2020-08-18,China,137852.0,7962.0,45987.0,72.0,817679.0,88215.0,7636.0,0.3990327061128829,58.893168363562175
2020-07-12,South Africa,289194.0,5510.0,30985.0,211.0,643933.0,241495.0,9979.0,8.344386564240057,47.200922757263605
2020-02-08,South Africa,597839.0,8619.0,24762.0,431.0,553109.0,,9065.0,3.7738202393842437,75.0627377889779
2020-04-26,India,330810.0,6761.0,48167.0,723.0,396429.0,180207.0,1581.0,0.7268923320120879,98.70986251793474
2020-11-29,South Africa,748979.0,6110.0,40428.0,762.0,,457851.0,3957.0,,11.953400847878914
2020-04-13,Brazil,606304.0,6955.0,1702.0,167.0,,73400.0,4590.0,1.6148080609159732,27.242508895342553
2020-03-11,India,637423.0,,,774.0,,333807.0,3332.0,7.044144146346648,68.24541280449041
2020-07-08,USA,53010.0,4754.0,17038.0,330.0,402860.0,357153.0,1685.0,5.717715751676515,23.73120091014509
2020-12-26,Brazil,232084.0,5278.0,22219.0,980.0,641729.0,311848.0,9797.0,,3.014751551640227
2020-04-14,Russia,562453.0,6408.0,4271.0,741.0,731989.0,382375.0,7531.0,9.50473859150974,10.980662394796548
2020-09-09,South Africa,273672.0,7635.0,27397.0,750.0,898477.0,,,2.9174534825558074,43.36269274584802
2020-10-09,USA,907272.0,1225.0,8955.0,786.0,273407.0,402137.0,5731.0,5.549969069769207,43.07846521226939
2020-04-12,,180680.0,4250.0,29602.0,493.0,56480.0,379392.0,895.0,8.015678242910493,97.23046906268912
2020-09-28,,399130.0,895.0,44227.0,142.0,721201.0,159645.0,,5.13892297954488,46.59500338977674
2020-05-27,South Africa,561424.0,1620.0,31545.0,,492904.0,300020.0,2346.0,9.60855675775285,67.80677074684934
2020-08-26,Germany,928683.0,5088.0,23116.0,444.0,673318.0,266410.0,3531.0,8.438545669795145,49.220100171334394
2020-08-26,USA,348152.0,5419.0,6674.0,823.0,721768.0,37713.0,1861.0,9.21019014000896,26.99184989128266
2020-07-24,Germany,536364.0,1385.0,17469.0,393.0,827560.0,402201.0,4852.0,3.7270258375443897,10.545106511460013
,South Africa,910343.0,2433.0,5446.0,,611786.0,22068.0,,5.4835541741125855,85.90740160898969
2020-11-04,Germany,680143.0,1301.0,20760.0,685.0,304707.0,90236.0,242.0,8.401662954934006,15.266269443522518
2020-05-11,South Africa,903057.0,6858.0,1963.0,847.0,541702.0,139438.0,6918.0,9.035000343027459,9.689361592286572
2020-03-26,China,702076.0,8950.0,42745.0,620.0,384596.0,494071.0,,9.443635779685215,21.38286110290406
2020-02-05,Italy,,8938.0,,714.0,337606.0,69384.0,5511.0,8.791519932797558,0.24886392349403597
2020-08-12,China,840736.0,8784.0,27262.0,696.0,769155.0,30472.0,5508.0,7.307549040752343,7.196514982499291
2020-09-11,Brazil,865792.0,5644.0,5177.0,802.0,186955.0,134528.0,,0.24214805531930006,63.51967684341048
2020-01-27,USA,69835.0,5088.0,11160.0,327.0,891641.0,,6087.0,3.149534494754631,
,Germany,522757.0,9260.0,,603.0,561498.0,143103.0,7015.0,1.2893628489343045,33.8512095641921
2020-04-08,China,636712.0,,7543.0,258.0,670650.0,85675.0,7636.0,1.547586013401483,
2020-08-30,,663478.0,7493.0,41675.0,833.0,790099.0,151098.0,,2.9090718738289203,77.28995829388813
2020-03-21,China,993796.0,6291.0,16626.0,,127710.0,40887.0,4003.0,0.747404571885526,49.22481010373628
2020-09-15,China,,3307.0,39278.0,717.0,17660.0,159849.0,9851.0,2.430318123242156,61.29766582604274
2020-06-03,,319055.0,8894.0,29607.0,563.0,858521.0,,,9.56978836539141,8.581127844022129
2020-12-09,Italy,990993.0,4708.0,20299.0,348.0,868894.0,132732.0,2195.0,3.119435785881958,76.15947014813578
2020-03-09,Russia,103088.0,104.0,17221.0,692.0,398024.0,289295.0,69.0,1.5971306992402357,51.61914666952521
2020-05-18,China,539473.0,9689.0,3323.0,949.0,,286757.0,8139.0,7.183001804198077,57.09491019426274
,USA,959296.0,3833.0,42305.0,814.0,171571.0,487818.0,9585.0,,
2020-12-05,Germany,997714.0,395.0,10615.0,514.0,421231.0,65266.0,3659.0,3.140378495964835,50.01752991027138
2020-11-18,South Africa,574901.0,3517.0,1432.0,448.0,33351.0,209816.0,9841.0,2.784973105783709,52.16926301902575
2020-04-19,Brazil,765372.0,3291.0,23238.0,398.0,442878.0,109020.0,5634.0,2.417595479050335,49.96355868228777
2020-09-05,Russia,,2010.0,40423.0,595.0,383503.0,316882.0,2281.0,3.932612390663733,49.68174781435704
,India,262530.0,,8431.0,213.0,74674.0,176849.0,6822.0,0.8723175783889181,
2020-07-30,Russia,485369.0,9860.0,8330.0,545.0,761359.0,,3682.0,,42.72085271808
2020-07-22,South Africa,465944.0,,44153.0,561.0,36241.0,30702.0,2683.0,8.22226325256459,0.28933184967371295
2020-04-14,Russia,993785.0,4762.0,,288.0,394414.0,219450.0,4562.0,6.63682279739218,61.20631761218821
2020-02-23,South Africa,292164.0,1051.0,13872.0,840.0,355127.0,124188.0,4652.0,4.211996898930485,95.26624749262834
2020-11-25,,566966.0,2841.0,49455.0,258.0,364443.0,77263.0,4931.0,2.8896224734423925,25.69598307915649
2020-11-26,India,217767.0,6618.0,34930.0,,364983.0,382957.0,9502.0,4.094461645115737,81.61933311721666
2020-08-26,China,,4723.0,6486.0,387.0,562927.0,259751.0,4713.0,4.238374848872488,
,China,724305.0,7472.0,36870.0,783.0,850468.0,392455.0,5413.0,6.660208284725071,64.29820699080601
2020-05-21,Russia,639665.0,,23258.0,,,112225.0,5600.0,,
2020-09-27,,646004.0,5524.0,48716.0,544.0,67983.0,360069.0,4103.0,0.7058648944793888,77.10136127982736
,India,187486.0,3584.0,43186.0,264.0,,390572.0,2075.0,9.533535928836221,88.45733884418081
2020-11-22,China,972320.0,8539.0,1168.0,312.0,861376.0,61804.0,782.0,9.102012835620345,0.9519978876181057
2020-10-16,Germany,,1263.0,,39.0,384571.0,,3806.0,1.1773230034288884,18.731498464335104
2020-08-29,,484497.0,,,997.0,498364.0,275165.0,9525.0,1.8358503108533386,42.34944125658091
2020-02-19,,,8014.0,46200.0,819.0,279818.0,117611.0,1057.0,3.115956014469229,84.78417974531031
2020-03-17,China,377784.0,1351.0,5243.0,209.0,274557.0,44001.0,2054.0,5.5966604096519195,
2020-11-26,India,980198.0,6980.0,16533.0,271.0,579274.0,150164.0,2109.0,,18.514033197394753
2020-08-17,Brazil,684815.0,,27020.0,135.0,703297.0,422131.0,7283.0,2.00334953271887,14.224243309572138
2020-01-25,China,366590.0,3827.0,22908.0,598.0,728445.0,446539.0,1320.0,9.026752939396792,83.47024351965324
2020-02-25,Brazil,169807.0,8861.0,5899.0,,,,,1.0930063077092578,54.14342940307546
2020-09-06,Brazil,94702.0,2646.0,33606.0,509.0,74229.0,469253.0,4417.0,3.9887826513933944,
2020-01-23,South Africa,105509.0,266.0,38912.0,675.0,868738.0,106726.0,3699.0,7.630017776587087,80.920607466558
2020-03-17,South Africa,355752.0,9630.0,9888.0,,696731.0,182974.0,732.0,8.88583116890738,21.174646358716174
2020-07-28,India,114310.0,7434.0,45299.0,14.0,652633.0,277883.0,,3.3604256259668785,13.648479990474005
2020-09-16,Brazil,929613.0,1022.0,15935.0,613.0,853974.0,335156.0,3549.0,1.6443750535756618,85.90442627841558
2020-09-02,,,7947.0,7466.0,254.0,791645.0,466683.0,6163.0,7.370116590955615,11.17741059162033
2020-04-08,India,723380.0,2037.0,15095.0,736.0,588103.0,13699.0,6555.0,7.725577586731766,8.81808506960764
2020-09-22,China,558910.0,8756.0,11193.0,721.0,,133876.0,5378.0,9.800334440605443,27.707517561671025
2020-04-12,Russia,109935.0,7778.0,1320.0,534.0,691996.0,442120.0,8796.0,1.3954185144340425,31.684886020074355
2020-05-12,Germany,260440.0,1059.0,46032.0,,588236.0,447812.0,1722.0,7.09420882669351,24.113535405120157
2020-10-04,USA,117919.0,1424.0,12227.0,130.0,75066.0,181065.0,2812.0,4.1729253773465524,74.16232725002156
2020-09-01,Italy,920101.0,4123.0,17907.0,669.0,309272.0,457582.0,9773.0,9.146294375674543,97.33541127929895
2020-11-09,China,958101.0,219.0,38002.0,684.0,573792.0,38343.0,7537.0,4.078308843333858,19.95913427246343
2020-09-04,China,696314.0,405.0,44838.0,16.0,70500.0,404991.0,2278.0,4.459603755626661,78.18521895321466
2020-08-04,China,69519.0,,38912.0,881.0,52340.0,253270.0,2350.0,1.2679659818673417,4.424221026811681
2020-02-23,,711475.0,2318.0,552.0,953.0,129222.0,108985.0,3623.0,3.209367850908799,11.890266041882104
2020-05-27,USA,498204.0,9951.0,20140.0,825.0,34070.0,325156.0,6530.0,4.008404703922842,51.51174169789624
2020-04-22,Russia,960655.0,9866.0,20055.0,,597573.0,309830.0,714.0,0.17508754377850932,
2020-04-14,India,256587.0,8983.0,49633.0,877.0,,186629.0,924.0,4.37574468442829,94.93656497813646
2020-12-21,South Africa,148112.0,5058.0,48737.0,184.0,408092.0,,3162.0,3.3631855126730628,11.194294017259987
2020-06-05,USA,44772.0,1309.0,33367.0,390.0,734863.0,176946.0,4153.0,8.03839735800492,
2020-11-23,Germany,122431.0,7621.0,15098.0,422.0,707036.0,130025.0,4529.0,1.0711261344579293,94.57918497239616
2020-08-26,China,882522.0,4929.0,24061.0,845.0,18262.0,118222.0,2569.0,7.602111269228912,15.072390603564422
2020-10-21,Italy,194904.0,9522.0,,441.0,102409.0,31586.0,2815.0,7.140115432767341,74.27889752276653
2020-07-12,China,158988.0,8702.0,14800.0,695.0,216622.0,57009.0,6972.0,2.4178232778310593,0.11080234076852324
2020-08-07,India,831303.0,8683.0,42124.0,654.0,679414.0,607.0,4578.0,0.8327166834179711,63.17121026751724
2020-07-09,Brazil,,1617.0,45638.0,555.0,488707.0,228237.0,,8.418334457556961,
2020-03-29,Italy,812804.0,1520.0,45192.0,11.0,,299530.0,888.0,2.4943004274491343,
2020-09-26,China,979211.0,7892.0,25579.0,519.0,421601.0,341769.0,,1.4556011970709826,82.91917507533947
2020-04-27,Russia,,1583.0,1982.0,,35587.0,455868.0,3478.0,3.590366019131921,8.073434524793132
2020-01-30,Italy,106242.0,6704.0,40598.0,808.0,128595.0,113872.0,3589.0,4.008828236590521,
2020-08-31,Brazil,,7988.0,35765.0,673.0,,226316.0,1723.0,,
2020-03-22,South Africa,514080.0,6583.0,17070.0,301.0,617307.0,446328.0,1258.0,9.764811125069512,12.392655965721666
2020-12-10,USA,29048.0,1575.0,30886.0,,420869.0,,,8.808206692963502,8.56665463743359
2020-12-15,Germany,609493.0,6935.0,44374.0,247.0,499597.0,114235.0,8602.0,8.729754964590887,17.961430455733552
,South Africa,927281.0,9953.0,34527.0,540.0,175862.0,382444.0,,3.9876759052076993,24.10477249798042
2020-05-28,China,316855.0,6176.0,39791.0,271.0,566306.0,325636.0,7454.0,9.628696397384934,96.6060577457202
2020-01-27,India,167403.0,9238.0,29513.0,132.0,751790.0,141295.0,2060.0,6.840152962916976,47.56137112516827
2020-12-06,USA,256392.0,,22592.0,4.0,117177.0,285087.0,3898.0,8.319946687050768,51.028903267252545
,South Africa,20968.0,3892.0,46660.0,755.0,192064.0,87051.0,2613.0,,70.69982049607358
